appid,name,release_date,developer,publisher,primary_genre,is_indie,price_usd,positive_ratings,negative_ratings,total_ratings,average_playtime_min,median_playtime_min,platforms
100679,Golden Odyssey,2023-12-05,Shadow Colony Studio,Paradox Interactive,Indie,True,4.49,148,29,177,929,415,windows
100680,Void Wanderer,2016-05-23,,Devolver Digital,Indie,True,3.9,78,70,148,638,407,windows
100681,Crimson Kingdom,2019-03-09,Frozen Reckoning Studio,Solo Studio,Strategy,True,11.18,1395,217,1612,3574,1776,windows
100682,Broken Horizon,2021-12-18,Paradox Interactive,Devolver Digital,Simulation,False,19.67,165,49,214,2672,1688,windows;mac;linux
100683,Rogue Legacy,2023-04-15,Silent Colony Studio,Team17,Indie,True,4.1,9237,1621,10858,788,324,windows;mac
100684,Eternal Protocol,2016-12-26,Raw Fury,Solo Studio,RPG,False,31.68,414,216,630,2797,2215,windows
100685,Golden Kingdom,2024-04-25,Iron Odyssey Studio,Solo Studio,Simulation,True,9.66,279,52,331,3815,1949,windows
100686,Void Kingdom,2019-01-02,Solo Studio,Private Division,Strategy,False,29.95,1557,652,2209,1576,1090,windows
100687,Golden Reckoning,2020-12-10,Frozen Frontier Studio,Solo Studio,RPG,True,14.92,858,106,964,4768,1457,windows
100688,Golden Colony,2014-10-03,,Devolver Digital,RPG,False,28.12,884,1015,1899,4070,1843,windows
100689,Iron Chronicles,2016-02-02,Golden Descent Studio,Raw Fury,Sports,True,12.84,406,33,439,2534,1766,windows
100690,Shadow Frontier,2016-10-17,Focus Entertainment,Raw Fury,Action,False,26.36,775,303,1078,1859,1095,windows;mac
100691,Iron Horizon 6,2021-11-28,Ashen Colony Studio,Focus Entertainment,Sports,True,14.91,1379,518,1897,600,230,windows
100692,Ashen Odyssey,2016-02-10,Lost Requiem Studio,Valve,Strategy,True,9.15,77,10,87,1132,777,windows;linux
100693,Neon Legacy,2022-04-05,Devolver Digital,505 Games,RPG,False,28.71,3760,413,4173,1959,1037,windows
100694,Void Odyssey,2023-11-03,Paradox Interactive,Raw Fury,Adventure,False,17.39,7504,887,8391,1008,743,windows
100695,Frozen Reckoning,2013-07-09,Paradox Interactive,Valve,RPG,False,47.56,971,296,1267,4619,2821,windows
100696,Ashen Protocol,2020-05-21,Focus Entertainment,Private Division,Sports,False,33.37,24305,6493,30798,1521,1094,windows;mac
100697,Shadow Uprising,2017-04-18,EA,EA,RPG,False,29.04,238,29,267,3141,1874,windows
100698,Neon Descent,2022-04-11,Shadow Wanderer Studio,Annapurna Interactive,Racing,True,10.09,459,158,617,1125,508,windows
100699,Iron Colony,2019-08-23,Shadow Descent Studio,EA,Action,True,0.0,68,18,86,481,317,windows;mac;linux
100700,Crimson Requiem,2020-03-17,Crimson Uprising Studio,Paradox Interactive,Indie,True,4.58,57,42,99,600,429,windows
100701,Shadow Chronicles,2019-08-13,Private Division,Ubisoft,Action,False,30.99,7044,1832,8876,1186,639,windows
100702,Rogue Legacy,2024-07-25,505 Games,Focus Entertainment,Casual,False,10.5,82,27,109,190,118,windows
100703,Rusty Requiem,2022-12-12,505 Games,Private Division,Adventure,False,17.25,897,84,981,916,730,windows
100704,Shadow Citadel 5,2021-01-17,Annapurna Interactive,Valve,Strategy,False,32.84,1870,439,2309,1569,633,windows;mac;linux
100705,Ashen Colony,2023-10-28,EA,Square Enix,Sports,False,57.14,2550,1666,4216,1848,1363,windows;mac;linux
100706,Void Requiem 7,2023-02-09,Crimson Legacy Studio,Annapurna Interactive,Strategy,True,8.21,840,751,1591,4093,1775,windows;linux
100707,Ashen Horizon,2016-02-21,Focus Entertainment,Team17,Free to Play,False,0.0,3,1,4,804,428,windows;mac
100708,Iron Protocol,2025-09-26,,Annapurna Interactive,Action,False,33.21,1780,545,2325,1836,887,windows;mac
100709,Iron Chronicles,2018-04-15,Void Citadel Studio,Ubisoft,Indie,True,5.68,9974,1275,11249,1289,974,windows
100710,Iron Requiem,2017-01-28,Ubisoft,Team17,Strategy,False,34.27,179,26,205,3130,1528,windows
100711,Silent Chronicles,2021-02-11,Focus Entertainment,Ubisoft,Strategy,False,35.74,20565,27624,48189,2645,1151,windows
100712,Rogue Sanctuary,2022-05-10,Rogue Horizon Studio,Annapurna Interactive,Action,True,7.04,47,14,61,1838,901,windows;linux
100713,Dark Frontier,2025-07-25,Lost Legacy Studio,Valve,Indie,True,4.46,3165,1831,4996,186,93,windows
100714,Shadow Protocol,2020-04-18,Ashen Descent Studio,Square Enix,Adventure,True,9.47,83,37,120,1400,925,windows;linux
100715,Broken Citadel,2023-05-16,,505 Games,Adventure,True,9.01,534,153,687,691,346,windows;mac;linux
100716,Ashen Reckoning,2022-11-03,Focus Entertainment,Annapurna Interactive,Adventure,False,17.89,61417,18181,79598,1632,889,windows;mac;linux
100717,Lost Chronicles,2018-06-05,Team17,Ubisoft,Adventure,False,13.55,1222,794,2016,1013,400,windows;linux
100718,Frozen Colony,2024-03-04,Team17,Devolver Digital,Casual,False,12.79,108,20,128,444,328,windows;mac
100719,Frozen Requiem 6,2025-01-02,Ashen Colony Studio,EA,Indie,True,6.41,29,11,40,1005,525,windows
100720,Lost Uprising,2021-01-20,Rusty Chronicles Studio,Square Enix,Simulation,True,8.99,7,25,32,919,662,windows
100721,Rusty Sanctuary,2020-09-20,Private Division,505 Games,Simulation,False,34.11,16609,5805,22414,3409,1329,windows;mac
100722,Silent Reckoning,2019-06-25,Golden Citadel Studio,Private Division,Adventure,True,7.12,917,307,1224,1243,967,windows
100723,Silent Requiem,2019-12-11,Dark Odyssey Studio,Indie Collective,Indie,True,3.6,127,33,160,1313,741,windows;mac;linux
100724,Crimson Requiem,2025-12-06,Iron Legacy Studio,Indie Collective,RPG,True,10.49,180,24,204,5840,3000,windows
100725,Rusty Odyssey,2024-11-28,Shadow Legacy Studio,Devolver Digital,Indie,True,0.0,1451,245,1696,781,610,windows
100726,Dark Uprising,2024-03-26,Frozen Odyssey Studio,Raw Fury,RPG,True,15.74,2169,1903,4072,3521,2140,windows;mac
100727,Neon Horizon,2020-05-12,Neon Citadel Studio,Paradox Interactive,Action,True,9.0,55,17,72,1905,697,windows
100728,Lost Frontier,2018-10-18,Valve,Square Enix,Strategy,False,29.95,1747,240,1987,5548,2811,windows;linux
100729,Crimson Wanderer,2013-07-14,Golden Descent Studio,Annapurna Interactive,Sports,True,14.08,61,424,485,1537,625,windows;mac
100730,Shadow Citadel,2023-05-01,Solo Studio,Private Division,Strategy,False,22.93,5662,737,6399,4015,2429,windows
100731,Dark Horizon,2024-03-10,Shadow Requiem Studio,Private Division,Action,True,7.12,8,60,68,1157,636,windows;mac;linux
100732,Void Descent,2024-11-08,Square Enix,Private Division,Strategy,False,40.3,2578,324,2902,5444,3460,windows
100733,Frozen Reckoning,2021-08-28,Focus Entertainment,Indie Collective,Sports,False,42.42,159,75,234,1617,1264,windows;linux
100734,Rogue Kingdom,2021-03-08,Silent Odyssey Studio,Valve,Action,True,12.47,315,102,417,2237,1655,windows
100735,Shadow Descent,2019-10-23,Neon Kingdom Studio,505 Games,Action,True,0.0,232,50,282,1159,926,windows
100736,Broken Horizon,2025-08-10,Rogue Horizon Studio,Square Enix,Indie,True,4.22,176,51,227,753,347,windows;mac;linux
100737,Rusty Reckoning,2019-09-26,Golden Reckoning Studio,Raw Fury,Indie,True,6.44,253,32,285,417,275,windows;linux
100738,Eternal Citadel,2022-09-28,Silent Odyssey Studio,Indie Collective,Indie,True,3.53,193,32,225,1063,395,windows;linux
100739,Neon Uprising,2022-09-14,Annapurna Interactive,Devolver Digital,Action,False,15.25,1057,1394,2451,1290,801,windows;mac
100740,Rogue Odyssey 6,2024-09-28,Dark Protocol Studio,EA,Sports,True,15.88,54,2,56,2075,985,windows;mac;linux
100741,Void Sanctuary,2014-07-01,Dark Descent Studio,Ubisoft,Adventure,True,7.31,24,10,34,812,295,windows;linux
100742,Frozen Legacy,2023-09-05,Crimson Chronicles Studio,Devolver Digital,Sports,True,18.74,51,10,61,2263,1201,windows;mac
100743,Lost Reckoning,2020-01-19,Void Requiem Studio,Raw Fury,Action,True,8.07,153,42,195,931,295,windows;mac
100744,Dark Citadel,2025-08-02,Square Enix,Indie Collective,Strategy,False,27.15,852,522,1374,4044,2804,windows
100745,Silent Odyssey,2020-06-27,,Raw Fury,Sports,False,37.3,1409,568,1977,1632,834,windows
100746,Shadow Wanderer,2012-07-27,Silent Protocol Studio,Raw Fury,Indie,True,4.07,173,40,213,1067,728,windows;mac
100747,Frozen Kingdom,2024-08-01,Broken Legacy Studio,Solo Studio,Simulation,True,9.49,210,58,268,2822,1528,windows
100748,Dark Kingdom,2020-09-08,Team17,Focus Entertainment,Action,False,18.35,16690,4708,21398,1784,1375,windows
100749,Crimson Kingdom 1,2020-05-22,Broken Kingdom Studio,Indie Collective,Indie,True,6.04,82,61,143,651,324,windows
100750,Void Protocol,2021-08-02,Broken Descent Studio,Indie Collective,Indie,True,4.0,95,2,97,851,618,windows
100751,Frozen Sanctuary,2018-12-05,Broken Protocol Studio,EA,Indie,True,3.95,170,32,202,1184,696,windows;linux
100752,Eternal Descent,2013-02-03,Ashen Protocol Studio,Valve,Strategy,True,13.44,1688,792,2480,3715,2738,windows
100753,Broken Wanderer,2019-11-10,Iron Colony Studio,Team17,Indie,True,5.42,560,211,771,845,266,windows
100754,Rogue Citadel,2017-01-03,Square Enix,Devolver Digital,Adventure,False,20.17,29004,2218,31222,1325,415,windows
100755,Void Horizon,2015-10-08,Devolver Digital,EA,RPG,False,21.39,2195,343,2538,3123,2071,windows
100756,Golden Requiem,2014-11-02,Neon Wanderer Studio,Annapurna Interactive,Indie,True,,1024,210,1234,620,319,windows;mac
100757,Crimson Protocol,2022-04-27,Raw Fury,Focus Entertainment,Casual,False,0.0,5727,289,6016,465,173,windows
100758,Dark Reckoning,2024-10-07,Void Odyssey Studio,Square Enix,RPG,True,9.52,236,49,285,3489,1817,windows;mac;linux
100759,Rogue Colony,2010-06-21,Eternal Chronicles Studio,Annapurna Interactive,Indie,True,6.06,1564,210,1774,427,269,windows
100760,Broken Wanderer,2019-03-26,Team17,Private Division,Action,False,0.0,1429,822,2251,1734,813,windows;linux
100761,Shadow Descent,2024-02-23,Ubisoft,Square Enix,Adventure,False,27.11,54,59,113,324,228,windows
100762,Crimson Sanctuary,2021-01-03,EA,505 Games,Action,False,30.12,624,976,1600,1759,656,windows
100763,Frozen Reckoning 1,2021-03-27,Dark Wanderer Studio,Paradox Interactive,RPG,True,14.08,42,407,449,2865,2076,windows;linux
100764,Neon Sanctuary,2019-04-12,Crimson Requiem 2 Studio,Annapurna Interactive,Adventure,True,6.47,353,47,400,866,442,windows;mac;linux
100765,Ashen Chronicles,2023-05-12,Broken Horizon Studio,Solo Studio,RPG,True,12.95,271120,45929,317049,5364,1703,windows
100766,Rogue Wanderer 4,2021-03-05,Void Horizon Studio,EA,Indie,True,3.85,69,38,107,378,239,windows
100767,Golden Colony,2021-03-07,Dark Colony Studio,Ubisoft,Casual,True,0.0,38,1043,1081,101,46,windows;mac;linux
100768,Eternal Reckoning,2018-11-18,Private Division,Ubisoft,Action,False,24.01,23305,10369,33674,2899,1848,windows
100769,Lost Reckoning,2022-06-19,Square Enix,Focus Entertainment,Action,False,25.63,1371,283,1654,1707,734,windows
100770,Lost Odyssey,2021-11-23,Solo Studio,Raw Fury,RPG,False,30.7,3630,2511,6141,2948,2162,windows
100771,Void Sanctuary,2018-01-06,Golden Reckoning Studio,Paradox Interactive,Action,True,9.91,5,82,87,262,159,windows;mac;linux
100772,Frozen Legacy,2016-12-21,Focus Entertainment,Devolver Digital,Action,False,24.67,1870,1186,3056,1725,679,windows
100773,Void Uprising,2017-03-07,Dark Citadel Studio,Focus Entertainment,Action,True,11.03,174,109,283,633,321,windows
100774,Frozen Kingdom,2012-12-26,Indie Collective,Team17,Strategy,False,22.29,205,23,228,2160,664,windows
100775,Broken Sanctuary,2020-11-20,Crimson Citadel Studio,Annapurna Interactive,Indie,True,5.05,1206,128,1334,707,528,windows
100776,Void Colony 7,2020-04-26,Dark Colony Studio,Raw Fury,Indie,True,6.15,1942,1024,2966,784,256,windows
100777,Ashen Horizon,2017-12-04,,Annapurna Interactive,Indie,True,6.19,933,210,1143,269,143,windows
100778,Void Sanctuary,2017-12-17,Shadow Colony Studio,Valve,Indie,True,4.65,47,27,74,219,81,windows;mac
100779,Iron Sanctuary,2008-03-28,Devolver Digital,EA,Adventure,False,15.99,20,108,128,897,367,windows
100780,Frozen Requiem,2022-06-08,Rogue Citadel Studio,Solo Studio,RPG,True,15.54,529,327,856,3477,1407,windows
100781,Eternal Uprising,2011-03-23,Devolver Digital,Devolver Digital,RPG,False,28.88,131,62,193,3358,1901,windows;mac;linux
100782,Neon Sanctuary,2014-02-02,Crimson Horizon Studio,Devolver Digital,Action,True,11.95,71,102,173,1400,709,windows
100783,Broken Protocol,2025-05-24,Team17,Focus Entertainment,RPG,False,45.77,6837,477,7314,6300,2736,windows;mac
100784,Rogue Legacy,2014-04-18,Focus Entertainment,Indie Collective,Action,False,,6237,2449,8686,1787,631,windows
100785,Ashen Protocol 2,2016-08-11,Dark Descent Studio,EA,Indie,True,5.9,988,44,1032,943,565,windows;mac;linux
100786,Eternal Protocol,2021-03-13,Frozen Citadel Studio,Square Enix,Racing,True,10.38,270,14,284,1590,695,windows;linux
100787,Eternal Wanderer 4,2022-01-06,Shadow Frontier Studio,EA,Adventure,True,8.85,3,30,33,425,201,windows
100788,Lost Uprising,2020-09-27,Raw Fury,Ubisoft,Adventure,False,15.32,1388,1161,2549,1347,544,windows;mac;linux
100789,Rogue Uprising,2019-10-18,Frozen Kingdom Studio,Square Enix,Strategy,True,13.09,806,234,1040,3942,1665,windows
100790,Void Legacy,2020-04-22,505 Games,Focus Entertainment,Action,False,21.2,23378,5427,28805,1978,1265,windows;linux
100791,Neon Legacy 1,2022-08-16,Rogue Kingdom Studio,Annapurna Interactive,RPG,True,10.57,588,173,761,4548,3206,windows;mac
100792,Iron Horizon,2024-05-24,Ashen Kingdom Studio,Devolver Digital,Simulation,True,8.1,912,85,997,2871,2262,windows;linux
100793,Broken Kingdom,2021-12-03,Indie Collective,Private Division,Simulation,False,14.85,818,643,1461,1996,1081,windows;mac;linux
100794,Rogue Reckoning,2018-07-19,Focus Entertainment,Valve,Strategy,False,46.11,479,84,563,2758,993,windows;mac
100795,Rusty Uprising,2020-07-03,Void Horizon Studio,Team17,RPG,True,12.6,153,114,267,5437,3554,windows
100796,Silent Protocol,2024-07-28,Lost Colony Studio,Paradox Interactive,Indie,True,0.0,1634,464,2098,1112,373,windows
100797,Shadow Descent,2009-08-10,Rogue Kingdom Studio,Devolver Digital,Indie,True,4.49,710,344,1054,845,543,windows;linux
100798,Void Frontier,2023-09-19,Ubisoft,EA,Adventure,False,10.05,1019,79,1098,1332,719,windows
100799,Void Colony,2021-08-11,Golden Wanderer Studio,505 Games,Indie,True,5.34,203,46,249,518,162,windows;mac;linux
100800,Void Legacy,2013-08-27,Solo Studio,Raw Fury,Adventure,False,15.04,73,34,107,1673,1255,windows
100801,Frozen Colony,2019-09-25,Neon Descent Studio,505 Games,Indie,True,5.46,175,22,197,356,124,windows;mac;linux
100802,Dark Sanctuary 5,2017-12-11,Frozen Frontier Studio,Paradox Interactive,Simulation,True,10.51,530,241,771,2452,1154,windows
100803,Shadow Requiem,2023-03-01,Ashen Descent Studio,Team17,Adventure,True,8.94,33,14,47,1113,482,windows;mac;linux
100804,Shadow Odyssey,2013-03-08,Golden Colony Studio,Indie Collective,Casual,True,3.75,882,169,1051,527,178,windows;linux
100805,Eternal Frontier,2017-07-21,Paradox Interactive,EA,Action,False,17.55,99,29,128,1363,562,windows;mac;linux
100806,Iron Descent,2023-05-16,Silent Legacy Studio,Private Division,Indie,True,,504,281,785,671,434,windows
100807,Golden Chronicles,2010-12-06,Lost Requiem Studio,Devolver Digital,Casual,True,3.93,31,7,38,277,217,windows
100808,Shadow Sanctuary,2019-09-19,Iron Uprising Studio,Square Enix,Indie,True,4.59,278,22,300,1228,584,windows
100809,Iron Legacy,2025-09-06,Solo Studio,Raw Fury,Action,False,35.96,843,1663,2506,934,668,windows
100810,Broken Chronicles,2020-04-01,Frozen Citadel Studio,Ubisoft,Indie,True,6.38,292,117,409,493,369,windows;linux
100811,Lost Uprising,2023-09-25,Focus Entertainment,Valve,Racing,False,20.45,1456,446,1902,805,253,windows
100812,Rusty Kingdom,2018-04-03,,Square Enix,RPG,False,19.46,97353,402647,500000,1982,626,windows
100813,Golden Citadel,2022-05-17,Crimson Sanctuary Studio,EA,Indie,True,4.42,206,37,243,982,707,windows
100814,Frozen Wanderer,2023-05-16,505 Games,Square Enix,Free to Play,False,0.0,29356,3558,32914,2052,1016,windows
100815,Iron Sanctuary,2024-09-07,EA,Indie Collective,Action,False,25.84,1749,1863,3612,889,376,windows
100816,Rusty Citadel 5,2017-02-03,Focus Entertainment,Team17,Adventure,False,29.37,101,43,144,5,3,windows;linux
100817,Crimson Citadel,2024-11-21,Eternal Odyssey 6 Studio,Team17,Indie,True,5.55,483,2384,2867,241,93,windows;linux
100818,Rogue Uprising,2016-08-09,505 Games,Solo Studio,RPG,False,27.74,1800,471,2271,3951,2641,windows
100819,Frozen Odyssey,2021-01-17,Solo Studio,Devolver Digital,RPG,False,26.97,470,423,893,5162,3898,windows;mac;linux
100820,Golden Odyssey,2023-06-14,Rusty Colony Studio,Devolver Digital,Free to Play,True,0.0,527,39,566,2986,1694,windows;mac;linux
100821,Frozen Colony,2014-09-18,Dark Reckoning Studio,Paradox Interactive,Adventure,True,5.64,1414,85,1499,1143,722,windows;mac;linux
100822,Shadow Sanctuary,2014-03-05,Solo Studio,Ubisoft,Action,False,34.52,346,37,383,1221,679,windows
100823,Rogue Protocol,2019-05-22,,Indie Collective,Indie,True,3.97,1705,601,2306,1027,757,windows;linux
100824,Lost Odyssey,2013-12-14,Devolver Digital,Indie Collective,Strategy,False,33.79,2339,728,3067,3107,1703,windows;mac
100825,Silent Wanderer,2024-10-22,Iron Requiem 7 Studio,Indie Collective,Indie,True,5.73,228,4,232,1222,372,windows
100826,Frozen Kingdom,2020-08-08,Neon Requiem Studio,Raw Fury,Indie,True,0.0,6277,581,6858,1426,651,windows
100827,Iron Chronicles,2018-04-18,Annapurna Interactive,Valve,Adventure,False,24.89,5586,1109,6695,539,393,windows
100828,Dark Odyssey,2020-05-27,Frozen Reckoning Studio,Raw Fury,Indie,True,6.21,668,274,942,896,523,windows;mac
100829,Neon Descent,2023-06-04,Neon Odyssey Studio,505 Games,Indie,True,3.96,1616,728,2344,1115,577,windows;mac
100830,Golden Requiem,2014-06-03,Ashen Requiem Studio,505 Games,Action,True,11.53,396,166,562,1269,688,windows
100831,Dark Odyssey 6,2014-10-12,Ubisoft,Team17,RPG,False,40.83,4970,348,5318,4492,2106,windows;mac;linux
100832,Iron Wanderer,2022-10-28,Silent Kingdom Studio,505 Games,Indie,True,4.57,275,28,303,1324,714,windows;mac;linux
100833,Silent Wanderer,2024-05-18,Silent Sanctuary Studio,Annapurna Interactive,Indie,True,6.45,139,277,416,617,407,windows
100834,Rogue Chronicles,2023-12-08,Team17,Devolver Digital,Action,False,21.59,2427,655,3082,2420,1377,windows;mac
100835,Silent Wanderer,2020-11-27,Dark Uprising Studio,505 Games,Simulation,True,7.16,159,83,242,3137,1199,windows
100836,Rogue Descent,2024-12-05,Rogue Legacy Studio,Devolver Digital,Indie,True,4.42,245,147,392,326,235,windows
100837,Shadow Protocol 5,2020-01-10,Iron Reckoning Studio,Ubisoft,Indie,True,5.53,68,34,102,883,331,windows
100838,Rusty Odyssey,2023-06-12,EA,EA,Simulation,False,0.0,87,39,126,2902,1614,windows
100839,Void Reckoning,2014-09-04,Rusty Colony Studio,EA,Strategy,True,12.36,80,7,87,5111,3221,windows;mac
100840,Broken Reckoning,2022-06-19,Focus Entertainment,Team17,Simulation,False,19.23,280,1500,1780,2516,939,windows
100841,Iron Legacy,2022-05-27,Raw Fury,Indie Collective,RPG,False,47.44,1964,2053,4017,3848,1554,windows
100842,Rusty Requiem,2022-03-04,Rogue Legacy Studio,Annapurna Interactive,Indie,True,5.71,553,158,711,905,687,windows;mac;linux
100843,Crimson Kingdom,2019-11-23,505 Games,Indie Collective,RPG,False,33.78,4080,2037,6117,2763,1072,windows;mac;linux
100844,Eternal Odyssey,2018-12-26,Rogue Odyssey Studio,Raw Fury,Action,True,9.02,1061,186,1247,1941,689,windows;mac
100845,Rusty Wanderer,2023-05-16,Solo Studio,Private Division,RPG,False,31.42,4387,1296,5683,4161,3211,windows;linux
100846,Lost Colony,2021-09-03,Private Division,Focus Entertainment,Strategy,False,22.9,9051,2910,11961,2444,1343,windows
100847,Golden Uprising,2011-06-22,Valve,Raw Fury,Casual,False,8.65,9080,5787,14867,346,188,windows;mac
100848,Ashen Protocol,2008-01-05,Valve,Raw Fury,Action,False,26.16,12042,3161,15203,2176,1409,windows;mac
100849,Shadow Reckoning,2016-06-24,EA,Raw Fury,Adventure,False,18.54,2967,321,3288,1989,1161,windows;mac
100850,Dark Colony,2025-12-20,Private Division,Indie Collective,Casual,False,7.55,3751,478,4229,398,283,windows
100851,Frozen Wanderer,2018-07-04,Frozen Chronicles 5 Studio,Valve,Indie,True,4.4,3062,737,3799,742,510,windows;mac;linux
100852,Rusty Chronicles,2023-05-18,Neon Frontier Studio,Square Enix,Strategy,True,8.66,215,31,246,3177,2454,windows;mac
100853,Lost Odyssey,2016-01-26,Golden Horizon Studio,Private Division,Action,True,10.7,213,32,245,1518,573,windows
100854,Ashen Requiem,2019-10-04,Private Division,505 Games,Free to Play,False,0.0,88,23,111,2143,1126,windows
100855,Iron Legacy,2017-11-04,Private Division,Annapurna Interactive,Strategy,False,15.91,1086,795,1881,3183,2380,windows
100856,Dark Colony,2023-07-19,Ubisoft,Raw Fury,RPG,False,39.54,575,773,1348,1789,700,windows;mac;linux
100857,Eternal Reckoning,2020-04-22,Neon Odyssey Studio,Focus Entertainment,RPG,True,10.05,297,716,1013,3019,924,windows;linux
100858,Silent Uprising,2011-05-21,Rusty Colony Studio,Square Enix,Free to Play,True,0.0,326,91,417,3421,1213,windows;mac
100859,Frozen Horizon,2009-03-27,Indie Collective,Valve,RPG,False,29.3,309,282,591,4001,2141,windows
100860,Rogue Wanderer,2010-01-22,Valve,Team17,Racing,False,27.23,676,622,1298,770,582,windows;mac
100861,Dark Colony,2018-06-22,505 Games,Raw Fury,Action,False,24.82,414,211,625,1188,412,windows
100862,Shadow Descent,2017-01-18,Silent Horizon Studio,Private Division,Indie,True,4.1,695,163,858,863,385,windows
100863,Iron Legacy,2020-12-27,Dark Sanctuary Studio,Paradox Interactive,Action,True,11.74,13572,2111,15683,2799,1240,windows;linux
100864,Lost Frontier 4,2020-09-15,Square Enix,Indie Collective,Casual,False,9.58,7337,967,8304,387,200,windows
100865,Lost Odyssey,2019-03-02,Silent Sanctuary Studio,EA,Simulation,True,12.14,647,30,677,4289,2796,windows;linux
100866,Frozen Legacy,2022-01-06,Golden Horizon Studio,Team17,Action,True,10.55,251,23,274,2490,1209,windows;mac;linux
100867,Ashen Frontier,2020-04-16,Ashen Citadel Studio,Team17,Indie,True,6.25,1118,551,1669,979,350,windows
100868,Eternal Odyssey,2019-09-11,Dark Wanderer Studio,Ubisoft,Indie,True,5.32,3018,1209,4227,878,504,windows
100869,Dark Frontier,2015-04-25,Silent Protocol Studio,Raw Fury,Adventure,True,7.81,222,14,236,900,658,windows;mac;linux
100870,Ashen Requiem,2016-05-15,Square Enix,Valve,Simulation,False,25.45,350,231,581,2295,1150,windows;linux
100871,Crimson Requiem,2020-10-17,Private Division,Devolver Digital,Casual,False,9.88,2262,40,2302,555,254,windows
100872,Shadow Legacy,2016-03-20,Ubisoft,Devolver Digital,RPG,False,30.53,5842,227,6069,6413,3715,windows
100873,Frozen Frontier,2022-10-21,Indie Collective,Paradox Interactive,Action,False,33.84,1297,1750,3047,1302,976,windows;mac
100874,Golden Uprising,2025-02-06,EA,Raw Fury,Adventure,False,17.22,399,82,481,1537,1136,windows
100875,Crimson Wanderer,2016-12-26,505 Games,Team17,Sports,False,46.45,10594,7249,17843,463,163,windows
100876,Iron Descent,2018-07-07,Dark Odyssey 2 Studio,Indie Collective,Action,True,12.03,30,7,37,1761,729,windows
100877,Golden Descent,2020-05-15,Rusty Legacy Studio,Valve,Action,True,7.78,261,83,344,1297,889,windows
100878,Void Legacy,2020-10-12,505 Games,Paradox Interactive,Adventure,False,26.56,14305,14177,28482,798,258,windows;mac
100879,Lost Descent,2010-08-07,Shadow Horizon Studio,Paradox Interactive,Adventure,True,9.3,17,12,29,1622,685,windows
100880,Iron Reckoning,2017-12-15,505 Games,Valve,Strategy,False,0.0,1645,134,1779,3598,1647,windows;mac;linux
100881,Neon Descent,2015-09-05,Annapurna Interactive,Raw Fury,Action,False,,250,368,618,2372,1448,windows;mac;linux
100882,Rusty Citadel,2018-05-20,Rusty Wanderer Studio,Solo Studio,Indie,True,3.55,1986,353,2339,840,292,windows
100883,Lost Descent,2016-08-27,Solo Studio,Valve,Action,False,23.81,17456,2822,20278,3137,1571,windows
100884,Rusty Reckoning,2021-09-21,Devolver Digital,Private Division,Action,False,32.1,121346,15171,136517,2458,1296,windows
100885,Lost Uprising,2023-07-21,Annapurna Interactive,Solo Studio,RPG,False,30.44,742,2311,3053,3935,1974,windows;mac;linux
100886,Ashen Requiem,2017-12-05,Focus Entertainment,Focus Entertainment,RPG,False,40.4,698,287,985,2833,1955,windows
100887,Rogue Colony,2014-05-19,Broken Requiem Studio,Valve,Indie,True,6.14,224,40,264,343,208,windows
100888,Ashen Chronicles,2021-09-01,Annapurna Interactive,Annapurna Interactive,Action,False,21.09,12197,7034,19231,1176,939,windows
100889,Dark Legacy,2021-10-26,Devolver Digital,Valve,Strategy,False,19.13,31538,2144,33682,2012,1114,windows
100890,Dark Reckoning,2021-09-09,Devolver Digital,Private Division,Action,False,34.18,3015,79,3094,2216,1740,windows
100891,Eternal Reckoning 3,2015-06-26,Paradox Interactive,Solo Studio,Simulation,False,33.39,254,49,303,3370,1874,windows
100892,Broken Requiem,2016-10-13,Void Protocol Studio,Solo Studio,Strategy,True,12.13,114,91,205,1291,524,windows
100893,Rogue Wanderer,2022-08-15,Square Enix,Team17,Adventure,False,23.56,1961,440,2401,739,387,windows
100894,Eternal Wanderer,2021-10-14,Void Colony Studio,EA,Action,True,12.5,333,50,383,1652,1174,windows
100895,Lost Descent,2020-04-18,Team17,Ubisoft,Sports,False,40.89,1718,232,1950,1631,1054,windows;linux
100896,Void Horizon,2023-12-13,Shadow Descent Studio,Focus Entertainment,Indie,True,6.29,322,34,356,953,502,windows
100897,Silent Colony,2017-05-14,Ashen Odyssey Studio,Paradox Interactive,Indie,True,5.83,60,14,74,1034,528,windows;mac
100898,Neon Odyssey,2016-04-25,Private Division,Team17,Casual,False,7.97,381,544,925,177,96,windows
100899,Void Sanctuary,2018-08-04,Focus Entertainment,Focus Entertainment,Action,False,0.0,22447,16182,38629,1651,847,windows
100900,Dark Requiem,2024-12-15,Golden Odyssey Studio,Square Enix,Simulation,True,9.36,38,90,128,652,412,windows
100901,Rusty Citadel,2022-11-02,Focus Entertainment,505 Games,Adventure,False,14.84,4568,2473,7041,1407,707,windows
100902,Void Reckoning,2020-10-14,Lost Frontier 7 Studio,Annapurna Interactive,Sports,True,16.24,61,97,158,284,210,windows
100903,Eternal Kingdom,2022-07-22,Silent Chronicles Studio,Square Enix,Indie,True,6.23,1915,396,2311,758,410,windows
100904,Rogue Chronicles,2023-01-11,Team17,Solo Studio,Adventure,False,14.08,34067,39313,73380,742,405,windows;linux
